word,machine_translation,human_translation,label,emotion_intensity_score
hydrocephalus,hydrocephalus,kumburin kai,disgust,0.531
aberration,ɓarna,ɓarna,disgust,0.531
condescension,ƙasƙantar da kai,ƙasƙantar da kai,disgust,0.531
intolerant,rashin haƙuri,rashin haƙuri,disgust,0.531
burnt,konewa,ƙonewa,disgust,0.531
disintegrate,wargajewa,wargajewa,disgust,0.531
brawl,faɗa,faɗa,disgust,0.531
travesty,mugu,mugu,disgust,0.531
accusation,zargi,zargi,disgust,0.523
rubbish,datti,datti,disgust,0.523
blighted,blighted,mummunan tasiri,disgust,0.523
incarceration,ɗaurin kurkuku,ɗaurin kurkuku,disgust,0.523
derogation,wulakanci,wulaƙanci,disgust,0.523
mistress,uwar gida,uwar gida,disgust,0.523
disgraced,wulakanci,wulaƙanci,disgust,0.523
intolerance,rashin haƙuri,rashin haƙuri,disgust,0.523
disparaging,wulakanci,wulaƙanci,disgust,0.523
avarice,son zuciya,son zuciya,disgust,0.523
grim,m,tsanani/duhu,disgust,0.516
remains,ya rage,ya rage,disgust,0.516
cringe,wulakanci,wulaƙanci,disgust,0.516
daemon,aljannu,aljannu,disgust,0.516
mite,mite,kaska,disgust,0.516
vulture,ungulu,ungulu,disgust,0.516
stink,wari,wari,disgust,0.516
rob,yi fashi,yi fashi,disgust,0.516
sump,zufa,zufa,disgust,0.516
degrade,kaskantar da kai,ƙasƙantar da kai,disgust,0.516
defraud,zamba,zamba,disgust,0.516
betray,cin amana,cin amana,disgust,0.516
deplorable,abin ƙyama,abin ƙyama,disgust,0.516
convict,mai laifi,mai laifi,disgust,0.516
dishonor,rashin mutunci,rashin mutunci,disgust,0.516
eradication,kawarwa,kawarwa,disgust,0.516
gutter,gutter,kwatami,disgust,0.516
tortious,azaba,azaba,disgust,0.516
sham,kunya,kunya,disgust,0.509
delirium,hauka,hauka,disgust,0.508
worthless,banza,banza,disgust,0.508
rejection,kin amincewa,ƙin amincewa,disgust,0.508
dreadfully,mai ban tsoro,mai ban tsoro,disgust,0.508
prisoner,fursuna,fursuna,disgust,0.508
glut,gurasa,gurasa,disgust,0.508
pest,kwaro,ƙwaro,disgust,0.508
disaster,bala'i,bala'i,disgust,0.508
resentment,bacin rai,ɓacin rai,disgust,0.508
smelling,wari,wari,disgust,0.508
idiocy,wawa,wawa,disgust,0.508
belittle,ƙasƙanci,ƙasƙanci,disgust,0.508
distress,damuwa,damuwa,disgust,0.508
schizophrenia,schizophrenia,matsalar ƙwaƙwalwa,disgust,0.508
distasteful,m,haifar da ƙyama,disgust,0.508
bombed,bam,an tayar da bam,disgust,0.508
blob,toshe,toshe,disgust,0.508
crude,danye,ɗanye,disgust,0.508
incurable,maras magani,maras magani,disgust,0.508
cheat,yaudara,yaudara,disgust,0.508
endemic,na kowa,na kowa,disgust,0.508
impurity,najasa,najasa,disgust,0.5
impeach,tsigewa,tsigewa,disgust,0.5
greed,kwadayi,kwaɗayi,disgust,0.5
mire,mikiya,mikiya,disgust,0.5
duress,tilastawa,tilastawa,disgust,0.5
bitterness,daci,ɗaci,disgust,0.5
blight,cuta,cuta,disgust,0.5
dirt,datti,datti,disgust,0.5
banish,kore,kore,disgust,0.5
offense,laifi,laifi,disgust,0.5
bribery,cin hanci,cin hanci,disgust,0.5
tirade,tirade,suka,disgust,0.5
polemic,m,raddi,disgust,0.5
jealousy,kishi,kishi,disgust,0.5
derision,ba'a,ba'a,disgust,0.5
screaming,ihu,ihu,disgust,0.5
taboo,haramun,haramun,disgust,0.5
shackle,dauri,ɗauri,disgust,0.5
flagrant,m,aikin rashin ɗa'a,disgust,0.5
theft,sata,sata,disgust,0.5
idolatry,bautar gumaka,bautar gumaka,disgust,0.5
malign,zagi,zagi,disgust,0.492
recession,koma bayan tattalin arziki,koma bayan tattalin arziki,disgust,0.492
gorge,kwazazzabo,kwazazzabo,disgust,0.492
disreputable,mara mutunci,mara mutunci,disgust,0.492
idiot,wawa,wawa,disgust,0.492
robber,ɗan fashi,ɗan fashi,disgust,0.492
wreck,rushewa,rushewa,disgust,0.492
boil,tafasa,tafasa,disgust,0.492
squirm,kumbura,kumbura,disgust,0.492
leer,leer,kallo marar daɗi,disgust,0.492
ill,rashin lafiya,rashin lafiya,disgust,0.492
unconscionable,maras tunani,maras tunani,disgust,0.492
possessed,mallaki,mallaki,disgust,0.484
mess,rikici,rikici,disgust,0.484
stain,tabo,tabo,disgust,0.484
occult,sihiri,sihiri,disgust,0.484
wasteful,m,almubazzaranci,disgust,0.484
affliction,wahala,wahala,disgust,0.484
mutiny,tawaye,tawaye,disgust,0.484
nappy,nappy,ɓunzugu,disgust,0.484
servile,hidima,hidima,disgust,0.484
offender,mai laifi,mai laifi,disgust,0.484
subjugation,subjugation,mallakar dole,disgust,0.484
mad,mahaukaci,mahaukaci,disgust,0.484
raging,fushi,fushi,disgust,0.484
contempt,raini,raini,disgust,0.484
animosity,ƙiyayya,ƙiyayya,disgust,0.484
contraband,haramtattun kayayyaki,haramtattun kayayyaki,disgust,0.484
disrespectful,rashin mutunci,rashin mutunci,disgust,0.484
unbearable,wanda ba za a iya jurewa ba,wanda ba za a iya jurewa ba,disgust,0.484
snarl,kumbura,kumbura,disgust,0.484
inexcusable,uzuri,uzuri,disgust,0.484
defamation,ɓata suna,ɓata suna,disgust,0.484
aversation,kiyayya,kiyayya,disgust,0.484
tramp,tarko,tarko,disgust,0.484
nepotism,son zuciya,son zuciya,disgust,0.484
illegality,rashin bin doka,rashin bin doka,disgust,0.477
mockery,izgili,izgili,disgust,0.477
uncaring,rashin kulawa,rashin kulawa,disgust,0.477
dismal,m,mai haifar da ɓacin rai,disgust,0.477
immorality,lalata,lalata,disgust,0.477
palsy,gurgunta,gurgunta,disgust,0.477
unpleasant,m,marar daɗi,disgust,0.477
suppression,danniya,danniya,disgust,0.477
antagonistic,mai adawa,mai adawa,disgust,0.477
criminal,mai laifi,mai laifi,disgust,0.477
pathetic,abin tausayi,abin tausayi,disgust,0.477
mocking,izgili,izgili,disgust,0.469
repellent,m,mai korewa,disgust,0.469
aggravation,tsanantawa,tsanantawa,disgust,0.469
furious,fushi,fushi,disgust,0.469
livid,livid,a fusace,disgust,0.469
wallow,wallow,shiga turɓaya,disgust,0.469
grating,grating,sauti mai tsauri,disgust,0.469
banishment,korewa,korewa,disgust,0.469
cough,tari,tari,disgust,0.469
perspiration,gumi,gumi,disgust,0.469
poverty,talauci,talauci,disgust,0.469
angry,fushi,fushi,disgust,0.469
outrage,fushi,fushi,disgust,0.469
shoddy,m,mummunan aiki,disgust,0.469
banshee,banshee,aljanar banshee,disgust,0.469
arrogant,masu girman kai,masu girman kai,disgust,0.469
fraudulent,yaudara,yaudara,disgust,0.461
spider,gizo -gizo,gizo -gizo,disgust,0.461
muddy,laka,laka,disgust,0.461
scar,tabo,tabo,disgust,0.461
spurious,mai lalata,mai lalata,disgust,0.461
plunder,ganima,ganima,disgust,0.461
prick,tsinke,tsinke,disgust,0.461
recklessness,rashin kulawa,rashin kulawa,disgust,0.461
deceive,yaudara,yaudara,disgust,0.461
distorted,gurbata,gurɓata,disgust,0.461
fool,wawa,wawa,disgust,0.461
quack,quack,kukan agwagwa,disgust,0.461
perdition,halaka,halaka,disgust,0.461
insulting,zagi,zagi,disgust,0.461
unjustifiable,mara hujja,mara hujja,disgust,0.461
deplore,baƙin ciki,baƙin ciki,disgust,0.461
dishonest,marasa gaskiya,marasa gaskiya,disgust,0.453
aphid,aphid,ƙwaro,disgust,0.453
bane,ban,guba,disgust,0.453
cur,cur,mummunan kare,disgust,0.453
dire,dire,marar inganci,disgust,0.453
antipathy,rashin tausayi,rashin tausayi,disgust,0.453
disingenuous,marasa son kai,marasa son kai,disgust,0.453
stigma,wulakanci,wulaƙanci,disgust,0.453
disparage,rashin mutunci,rashin mutunci,disgust,0.453
unthinkable,ba zato ba tsammani,ba zato ba tsammani,disgust,0.453
indignation,fushi,fushi,disgust,0.453
alienate,ware,ware,disgust,0.453
elimination,kawarwa,kawarwa,disgust,0.453
eschew,kaucewa,kaucewa,disgust,0.453
selfish,son kai,son kai,disgust,0.453
lie,karya,ƙarya,disgust,0.445
caries,caries,lalacewar haƙori,disgust,0.445
opium,opium,hodar iblis,disgust,0.445
recalcitrant,m,taurin kai ga hukuma,disgust,0.445
smell,wari,wari,disgust,0.445
pious,ibada,ibada,disgust,0.445
bankruptcy,fatara,fatara,disgust,0.445
iniquity,zalunci,zalunci,disgust,0.445
egotistical,masu girman kai,masu girman kai,disgust,0.445
vacuous,m,nuna rashin tunani,disgust,0.445
piles,tara,tara,disgust,0.445
mosquito,sauro,sauro,disgust,0.445
despair,yanke kauna,yanke ƙauna,disgust,0.445
garish,garish,nuna rashin sha'awa,disgust,0.445
wasted,ɓata,ɓata,disgust,0.445
obnoxious,m,marar daɗi sosai,disgust,0.438
homeless,marasa gida,marasa gida,disgust,0.438
scream,ihu,ihu,disgust,0.438
abnormal,mahaukaci,mahaukaci,disgust,0.438
ashamed,kunya,kunya,disgust,0.438
abject,m,nuna wulaƙanci,disgust,0.438
sticky,m,zafi,disgust,0.438
hopelessness,rashin bege,rashin bege,disgust,0.438
inmate,fursuna,fursuna,disgust,0.438
shun,guji,guji,disgust,0.438
hog,alade,alade,disgust,0.438
aversion,ƙiyayya,ƙiyayya,disgust,0.438
alien,dan hanya,ɗan hanya,disgust,0.438
cursing,la'anta,la'anta,disgust,0.43
debris,tarkace,tarkace,disgust,0.43
undesirable,maras so,maras so,disgust,0.43
falsity,ƙarya,ƙarya,disgust,0.43
adverse,m,illa,disgust,0.43
trickery,wayo,wayo,disgust,0.43
separatist,mai ballewa,ɗan ta ware,disgust,0.43
illegal,haram,haram,disgust,0.43
incredulous,m,rashin yarda da wani abu,disgust,0.43
callous,m,nuna rashin kulawa,disgust,0.43
denounce,la'anta,la'anta,disgust,0.43
witch,boka,boka,disgust,0.43
creature,halitta,halitta,disgust,0.43
defiance,bijirewa,bijirewa,disgust,0.43
pall,tarwa,tarwa,disgust,0.43
shameless,marar kunya,marar kunya,disgust,0.43
curse,la'ana,la'ana,disgust,0.43
reflux,reflux,tumbuɗi,disgust,0.43
lusty,m,cike da kuzari,disgust,0.43
mistrust,rashin yarda,rashin yarda,disgust,0.422
socialist,ɗan gurguzu,ɗan gurguzu,disgust,0.422
impure,najasa,najasa,disgust,0.422
pompous,abin mamaki,abin mamaki,disgust,0.422
contentious,mai jayayya,mai jayayya,disgust,0.422
bum,bum,ɗuwainiya,disgust,0.422
collapse,rushewa,rushewa,disgust,0.422
swarm,taro,taro,disgust,0.422
offend,yi laifi,yi laifi,disgust,0.422
hairy,m,mai wahala,disgust,0.422
tasteless,m,rashin hali,disgust,0.422
carelessness,sakaci,sakaci,disgust,0.422
gush,gush,zubowa da sauri,disgust,0.422
delinquent,m,fanɗararre,disgust,0.422
ferocious,m,mai fushi,disgust,0.422
infantile,jariri,jariri,disgust,0.422
wasting,wasting,ɓatawa,disgust,0.422
affront,cin mutunci,cin mutunci,disgust,0.422
nicotine,sinadarin nicotine,sinadarin nicotine,disgust,0.422
slush,ja ruwa,ja ruwa,disgust,0.422
bovine,bovine,dabba,disgust,0.422
denunciation,la'anta,la'anta,disgust,0.422
idiotic,wawa,wawa,disgust,0.422
hypertrophy,hauhawar jini,hauhawar jini,disgust,0.422
untidy,rashin tsari,rashin tsari,disgust,0.422
tarnish,lalata,lalata,disgust,0.422
ammonia,ammoniya,iskar gas marar launi,disgust,0.422
badness,mugunta,mugunta,disgust,0.422
vegetative,ciyayi,ciyayi,disgust,0.414
unfavorable,mara kyau,mara kyau,disgust,0.414
neglected,sakaci,sakaci,disgust,0.414
drivel,drivel,zubar majina,disgust,0.414
vampire,vampire,fatalwa,disgust,0.414
illegitimate,shege,shege,disgust,0.414
litigious,mai kara,mai kara,disgust,0.414
socialism,gurguzanci,gurguzanci,disgust,0.414
displacency,rashin daidaituwa,rashin daidaituwa,disgust,0.414
sour,m,mai tsami,disgust,0.414
murky,m,marar ɗa'a,disgust,0.414
dishonesty,rashin gaskiya,rashin gaskiya,disgust,0.414
disobey,rashin biyayya,rashin biyayya,disgust,0.414
repel,tunkude,tunkuɗe,disgust,0.406
ignorant,jahili,jahili,disgust,0.406
unkind,m,rashin kirki,disgust,0.406
bogus,na bogi,na bogi,disgust,0.406
displeasure,rashin jin daɗi,rashin jin daɗi,disgust,0.406
prosecution,tuhuma,tuhuma,disgust,0.406
ungrateful,butulci,butulci,disgust,0.406
unlawful,haram,haram,disgust,0.406
shoplifting,sata,sata,disgust,0.406
phony,m,mazambaci,disgust,0.406
discontinuity,katsewa,katsewa,disgust,0.406
outcast,wanda aka kore,wanda aka kore,disgust,0.406
falsify,ƙarya,ƙarya,disgust,0.406
wrongdoing,zalunci,zalunci,disgust,0.406
dislike,ƙi,ƙi,disgust,0.406
disgruntled,rashin jin daɗi,rashin jin daɗi,disgust,0.406
recidivism,sake dawowa,sake dawowa,disgust,0.406
crushing,murkushewa,murƙushewa,disgust,0.398
woe,kaito,kaito,disgust,0.398
worsening,muni,muni,disgust,0.398
disdain,rainawa,rainawa,disgust,0.398
unruly,m,rashin ɗa'a,disgust,0.398
unnatural,m,ba na ɗabi'a ba,disgust,0.398
paucity,rashin wadata,rashin wadata,disgust,0.398
rigor,taurin kai,taurin kai,disgust,0.398
senseless,m,rashin hankali,disgust,0.398
amphetamines,amphetamines,maganin ƙiba,disgust,0.398
subvert,subvert,rushe ikon hukuma,disgust,0.398
stingy,mai rowa,mai rowa,disgust,0.398
loon,loon,agwagwar ruwa,disgust,0.398
averse,m,ƙyama,disgust,0.398
failure,kasawa,kasawa,disgust,0.398
lick,lasa,lasa,disgust,0.398
woefully,wahala,wahala,disgust,0.398
insult,zagi,zagi,disgust,0.393
expel,korar,korar,disgust,0.391
scorpion,kunama,kunama,disgust,0.391
diatribe,diatribe,hari mai ƙarfi kan wani abu,disgust,0.391
averseness,ƙiyayya,ƙiyayya,disgust,0.391
punishment,azaba,azaba,disgust,0.391
farcical,farcical,zane,disgust,0.391
critter,sharhi,sharhi,disgust,0.391
damage,lalacewa,lalacewa,disgust,0.391
hardened,taurare,taurare,disgust,0.391
muff,muff,farji,disgust,0.391
bad,mara kyau,mara kyau,disgust,0.391
antisocial,mai son zaman jama'a,mai son zaman jama'a,disgust,0.391
punished,azabtar,azabtar,disgust,0.391
disrelish,lalata,lalata,disgust,0.391
presumptuous,girman kai,girman kai,disgust,0.383
divorce,saki,saki,disgust,0.383
teeming,zamewa,zamewa,disgust,0.383
shabby,abin kunya,abin kunya,disgust,0.383
sacrifices,sadaukarwa,sadaukarwa,disgust,0.383
guilt,laifi,laifi,disgust,0.383
illiterate,jahilai,jahilai,disgust,0.383
orc,orc,dabbar teku,disgust,0.383
disappoint,kunyata,kunyata,disgust,0.383
hypocritical,munafunci,munafunci,disgust,0.383
fulsome,cikakke,cikakke,disgust,0.383
fugitive,mai gudun hijira,mai gudun hijira,disgust,0.383
plagiarism,satar fasaha,satar fasaha,disgust,0.383
discord,rashin jituwa,rashin jituwa,disgust,0.383
surly,m,mai mugun hali,disgust,0.383
irrational,m,rashin hankali,disgust,0.383
lament,makoki,makoki,disgust,0.383
eviction,fitarwa,fitarwa,disgust,0.383
adder,adda,maciji,disgust,0.383
anaconda,anaconda,kasa,disgust,0.383
scoff,izgili,izgili,disgust,0.375
alienation,nisantawa,nisantawa,disgust,0.375
blame,zargi,zargi,disgust,0.375
unworthy,bai cancanta ba,bai cancanta ba,disgust,0.375
dislocated,kauracewa,ƙauracewa,disgust,0.375
depressing,depressing,mai sa damuwa,disgust,0.375
shock,girgiza,girgiza,disgust,0.375
misconduct,rashin da'a,rashin ɗa'a,disgust,0.375
irritation,hangula,hangula,disgust,0.375
plight,wahala,wahala,disgust,0.375
defective,m,mai illa,disgust,0.375
irritating,m,mai ban haushi,disgust,0.375
hoax,yaudara,yaudara,disgust,0.367
vainly,banza,banza,disgust,0.367
powerless,m,rashin ƙarfi,disgust,0.367
revoke,soke,soke,disgust,0.367
wimp,wimp,rago,disgust,0.367
unhealthy,marasa lafiya,marasa lafiya,disgust,0.367
pitfall,rami,rami,disgust,0.367
cad,cad,kare,disgust,0.367
wimpy,wimpy,ragon maza,disgust,0.367
shuddering,rawar jiki,rawar jiki,disgust,0.367
stripped,ya tube,ya tuɓe,disgust,0.367
exclusion,warewa,warewa,disgust,0.367
toad,toda,toda,disgust,0.367
disillusionment,rashin kunya,rashin kunya,disgust,0.367
squelch,kumbura,kumbura,disgust,0.367
coerce,tilastawa,tilastawa,disgust,0.367
hurtful,m,mai haifar da damuwa,disgust,0.367
blatant,bayyananne,bayyananne,disgust,0.367
damn,Tsine,tsine,disgust,0.359
rebellion,tawaye,tawaye,disgust,0.359
oddity,ban mamaki,ban mamaki,disgust,0.359
ineptitude,rashin hankali,rashin hankali,disgust,0.359
dispose,zubar,zubar,disgust,0.359
deserted,yashe,yashe,disgust,0.359
incompatible,m,rashin jituwa,disgust,0.359
disobedience,rashin biyayya,rashin biyayya,disgust,0.359
bug,bug,ƙwaro,disgust,0.359
uncertain,rashin tabbas,rashin tabbas,disgust,0.352
misbehavior,rashin tarbiyya,rashin tarbiyya,disgust,0.352
inept,m,rashin fasaha,disgust,0.352
fierce,m,mai ƙarfi,disgust,0.352
compost,takin,takin,disgust,0.352
obi,abin,maɗauri,disgust,0.352
wrongful,zalunci,zalunci,disgust,0.352
frustrate,takaici,takaici,disgust,0.352
crushed,murkushe,murƙushe,disgust,0.352
ridiculous,m,na ba'a,disgust,0.352
lawyer,lauya,lauya,disgust,0.352
displeased,rashin jin daɗi,rashin jin daɗi,disgust,0.352
dismissal,sallama,sallama,disgust,0.352
flesh,nama,nama,disgust,0.352
litigate,yi kara,yi ƙara,disgust,0.352
untoward,ba daidai ba,ba daidai ba,disgust,0.352
censor,mai bincike,mai bincike,disgust,0.352
cutting,yankan,yanka,disgust,0.352
flinch,karkace,karkace,disgust,0.352
disapprove,rashin yarda,rashin yarda,disgust,0.344
depreciate,rage daraja,rage daraja,disgust,0.344
tearful,hawaye,hawaye,disgust,0.344
unsettled,ba damuwa,ba damuwa,disgust,0.336
lumpy,dunkule,dunƙule,disgust,0.336
bickering,rigima,rigima,disgust,0.336
disinclination,rashin son zuciya,rashin son zuciya,disgust,0.336
heartsick,masu zafin zuciya,masu zafin zuciya,disgust,0.336
lawsuit,karar,ƙara,disgust,0.336
discoloration,canza launi,canza launi,disgust,0.336
thoughtless,m,rashin tunani,disgust,0.336
disallowed,an hana,an hana,disgust,0.336
distrust,rashin yarda,rashin yarda,disgust,0.336
grumble,gunaguni,gunaguni,disgust,0.336
exigent,exigent,neman kulawa,disgust,0.336
daft,daft,wauta,disgust,0.336
annoy,haushi,haushi,disgust,0.336
discontent,rashin gamsuwa,rashin gamsuwa,disgust,0.336
disliked,ƙi,ƙi,disgust,0.336
blunder,kuskure,kuskure,disgust,0.336
excluded,kebe,keɓe,disgust,0.328
sly,dabara,dabara,disgust,0.328
instability,rashin zaman lafiya,rashin zaman lafiya,disgust,0.328
exasperation,tashin hankali,tashin hankali,disgust,0.328
provoking,tsokana,tsokana,disgust,0.328
inhibit,hana,hana,disgust,0.328
unmanageable,wanda ba a iya sarrafawa,wanda ba a iya sarrafawa,disgust,0.328
hydrophobia,hydrophobia,tsoron ruwa,disgust,0.328
whine,kuka,kuka,disgust,0.328
cacophony,cacophony,cakuɗewar sautuka,disgust,0.328
disappointed,abin takaici,abin takaici,disgust,0.328
materialist,mai son abin duniya,mai son abin duniya,disgust,0.328
grievance,korafi,ƙorafi,disgust,0.328
unsatisfactory,rashin gamsuwa,rashin gamsuwa,disgust,0.328
misleading,m,yaudara,disgust,0.321
annoyance,bacin rai,ɓacin rai,disgust,0.32
groan,nishi,nishi,disgust,0.32
reproach,zargi,zargi,disgust,0.32
confined,tsare,tsare,disgust,0.32
disclaim,karyata,ƙaryata,disgust,0.32
soot,toka,toka,disgust,0.32
unequal,ba daidai ba,ba daidai ba,disgust,0.32
rags,tsummoki,tsummokara,disgust,0.32
disapproving,rashin yarda,rashin yarda,disgust,0.32
mishap,mishap,haɗarin rashin sa'a,disgust,0.32
disservice,rashin aiki,rashin aiki,disgust,0.32
humbug,humbug,sadarwar yaudara,disgust,0.32
depreciated,rage daraja,rage daraja,disgust,0.312
theism,ilimin addini,ilimin addini,disgust,0.312
disincline,rashin yarda,rashin yarda,disgust,0.312
burke,burki,burki,disgust,0.312
stomach,ciki,ciki,disgust,0.312
overpriced,tsada,tsada,disgust,0.312
criticize,zargi,zargi,disgust,0.312
sneeze,atishawa,atishawa,disgust,0.312
soil,ƙasa,ƙasa,disgust,0.312
inappropriate,bai dace ba,bai dace ba,disgust,0.312
inconsiderate,rashin tunani,rashin tunani,disgust,0.312
bang,bang,amo mai kaifi,disgust,0.305
disliking,rashin so,rashin so,disgust,0.305
unfriendly,m,rashin abokantaka,disgust,0.305
shack,shack,dadiro,disgust,0.305
latent,latent,mai yiwuwa,disgust,0.305
disparity,banbanci,bambanci,disgust,0.305
unaccountable,wanda ba a iya lissafi,wanda ba a iya lissafi,disgust,0.305
grumpy,m,mugun hali,disgust,0.305
gall,gall,rashin kunya,disgust,0.305
inadmissible,mara yarda,mara yarda,disgust,0.305
coop,cop,keji,disgust,0.304
soreness,ciwo,ciwo,disgust,0.297
congress,majalisa,majalisa,disgust,0.297
disappointment,rashin jin daɗi,rashin jin daɗi,disgust,0.297
growling,kuka,kuka,disgust,0.297
disregarded,rashin kulawa,rashin kulawa,disgust,0.297
delay,jinkiri,jinkiri,disgust,0.297
scold,tsawata,tsawata,disgust,0.297
rogue,dan damfara,ɗan damfara,disgust,0.297
backwards,baya,baya,disgust,0.297
lonely,kadaici,kaɗaici,disgust,0.297
notoriety,sananne,sananne,disgust,0.289
nettle,nettle,ɓatawa wani rai,disgust,0.289
flop,flop,kasawa gabaɗaya,disgust,0.289
infamous,m,ƙaurin suna,disgust,0.289
janitor,mai aikin shara,mai aikin shara,disgust,0.289
catechism,katangar,katangar,disgust,0.289
gaby,gaby,wawa,disgust,0.281
prohibited,haramta,haramta,disgust,0.281
aftermath,bayan,bayan,disgust,0.281
saturated,m,jiƙaƙƙe,disgust,0.281
desist,daina,daina,disgust,0.281
wince,giya,giya,disgust,0.281
unfair,rashin adalci,rashin adalci,disgust,0.281
remiss,gafartawa,gafartawa,disgust,0.281
uneasy,rashin jin daɗi,rashin jin daɗi,disgust,0.273
discolored,canza launi,canza launi,disgust,0.273
huff,huci,huci,disgust,0.273
tribunal,kotun,kotun,disgust,0.273
wrangling,rigima,rigima,disgust,0.273
bureaucrat,ma'aikaci,ma'aikaci,disgust,0.266
unsatisfied,rashin gamsuwa,rashin gamsuwa,disgust,0.266
inefficiency,rashin iya aiki,rashin iya aiki,disgust,0.266
crawl,ja jiki,ja jiki,disgust,0.266
weird,m,sabon abu,disgust,0.266
politic,siyasa,siyasa,disgust,0.266
impolite,rashin mutunci,rashin mutunci,disgust,0.266
coldness,sanyi,sanyi,disgust,0.266
swig,swig,sha a babban kofi,disgust,0.266
frantic,m,ruwa a jallo,disgust,0.266
octopus,kifin teku mai kafa takwas,kifin teku mai ƙafa takwas,disgust,0.258
incase,incase,idan,disgust,0.258
copycat,kwafin kwafi,kwafin kwafi,disgust,0.258
chagrin,bacin rai,ɓacin rai,disgust,0.258
gruff,gruff,kwatsam,disgust,0.258
sarcasm,zagi,zagi,disgust,0.258
barrow,barrow,kura,disgust,0.258
