word,machine,human,label,emotion_intensity_score
predispose,asọtẹlẹ,Àsọtẹ́lẹ̀,anticipation,0.477
score,O wole,Ó wọlé,anticipation,0.477
praiseworthy,iyin,ìyìn,anticipation,0.473
sweets,lete,Àwọn pángilá,anticipation,0.469
pry,pry,Tojúbọ ọ̀rọ̀,anticipation,0.469
fete,fete,Náwólé,anticipation,0.469
star,irawo,Ìràwọ̀,anticipation,0.469
motion,išipopada,Ìṣípòpadà,anticipation,0.469
dawn,owurọ,Òwúrọ̀,anticipation,0.469
creeping,ti nrakò,tí à ń rákò,anticipation,0.469
precursor,ṣaaju,ṣáájú,anticipation,0.469
immediately,lẹsẹkẹsẹ,lẹ́sẹ̀kẹsẹ̀,anticipation,0.469
cautious,ṣọra,ṣọ́ra,anticipation,0.469
scare,idẹruba,Ìdẹ́rùbà,anticipation,0.469
production,gbóògì,gbóògì,anticipation,0.469
cash,owo,owó,anticipation,0.469
opera,opera,orin,anticipation,0.469
unknown,aimọ,Àìmọ̀,anticipation,0.469
completion,Ipari,ìparí,anticipation,0.469
shaky,gbigbọn,Gbígbọ̀n,anticipation,0.469
starry,irawọ,ti ìràwọ̀,anticipation,0.469
unsurpassed,alailẹgbẹ,Aláìlẹ́gbẹ́,anticipation,0.469
successful,aseyori,Àṣeyọrí,anticipation,0.469
football,bọọlu afẹsẹgba,bọ́ọ̀lù àfẹsẹ̀gbá,anticipation,0.469
invoke,pe,pè,anticipation,0.469
elite,olutayo,Olùtayọ,anticipation,0.469
hire,bẹwẹ,Bẹ̀wẹ̀,anticipation,0.469
providing,pese,pèsè,anticipation,0.469
excel,tayo,tayọ,anticipation,0.461
sanctuary,ibi mimọ,Ibi mímọ́,anticipation,0.461
jeopardy,ewu,ewu,anticipation,0.461
shining,didan,dídán,anticipation,0.461
regatta,regatta,Eré ìwẹdò fún ọkọ̀ ojú omi,anticipation,0.461
soundness,ìlera,méèlì,anticipation,0.461
mail,meeli,méèlì,anticipation,0.461
overture,overture,Orin ìbẹ̀rẹ̀,anticipation,0.461
synchronize,muṣiṣẹpọ,múṣiṣẹ́pọ̀,anticipation,0.461
pay,san,san,anticipation,0.461
cheerfulness,idunnu,ìdùnnú,anticipation,0.461
friendly,ore,ọ̀rẹ́,anticipation,0.461
brilliant,o wu,Bẹ,anticipation,0.461
untold,aimoye,àìmòye,anticipation,0.461
testament,majẹmu,Májẹ̀mú,anticipation,0.461
preliminary,alakoko,alákọ́kọ́,anticipation,0.461
extricate,yọ jade,yọ jáde,anticipation,0.461
punt,punt,Àfojúsùn,anticipation,0.461
plight,ipọnju,Ìpọ́njú,anticipation,0.461
draft,osere,kíkọ,anticipation,0.461
commemorative,iranti,ìrántí,anticipation,0.461
alive,laaye,láàyè,anticipation,0.461
complement,iranlowo,Ìrànlọ́wọ́,anticipation,0.453
sunset,Iwọoorun,Ìwọ̀ oòrùn,anticipation,0.453
unexpected,airotẹlẹ,Àìrò tẹ́lẹ̀,anticipation,0.453
renovate,tunṣe,túnṣe,anticipation,0.453
compliment,iyin,ìyìn,anticipation,0.453
rehabilitation,isodi titun,Ìsọdi titun,anticipation,0.453
prologue,asọtẹlẹ,ọ̀rọ̀ ìsájú,anticipation,0.453
basketball,agbọn,bọ́ọ̀lù àfọwọ́gbá,anticipation,0.453
elegance,didara,dídára,anticipation,0.453
infinity,ailopin,àìlópin,anticipation,0.453
flinch,flinch,ìbẹ̀rẹ̀,anticipation,0.453
improve,mu dara,mú dára,anticipation,0.453
supremacy,titobi,títóbi,anticipation,0.453
career,iṣẹ,Iṣẹ́,anticipation,0.453
prevention,idena,ìdènà,anticipation,0.453
perpetuity,ayeraye,ayérayé,anticipation,0.453
intimately,timotimo,tímọ́tímọ́,anticipation,0.453
inaugural,ìdánilẹkọọ,Ìdánilẹ́kọ̀ọ́,anticipation,0.453
perfect,pipe,pípé,anticipation,0.445
conjecture,awotẹlẹ,Àwòtẹ́lẹ̀,anticipation,0.445
confidence,igbekele,Ìgbẹ́kẹ̀lé,anticipation,0.445
volunteer,oluyọọda,Olúyọ̀nda,anticipation,0.445
veracity,otitọ,Òtítọ́,anticipation,0.445
sun,oorun,oòrùn,anticipation,0.445
epidemic,àjàkálẹ àrùn,àjàkálẹ àrùn,anticipation,0.445
fain,fain,fẹ́ràn,anticipation,0.445
surround,yíká,yíká,anticipation,0.445
share,pin,pín,anticipation,0.445
sweet,dun,dùn,anticipation,0.445
concealment,ifipamo,Ìfipamọ́,anticipation,0.445
fitting,ibamu,ìbámu,anticipation,0.445
saint,eniyan mimo,Ènìyàn mímọ́,anticipation,0.438
conservation,itoju,Ìtọ́jú,anticipation,0.438
faith,igbagbọ,Ìgbàgbọ́,anticipation,0.438
prepared,gbaradi,gbáradì,anticipation,0.438
passenger,ero -ọkọ,èrò-ọkọ̀,anticipation,0.438
ferment,ferment,kan,anticipation,0.438
rabid,rabid,Ìgbọ́kànlé,anticipation,0.438
respect,ibowo,Ìbọ̀wọ̀,anticipation,0.438
recombination,atunkọ,àtúntò,anticipation,0.438
reconstruction,atunkọ,Àtúnkọ́,anticipation,0.438
tickle,tickle,pàkínpàkín,anticipation,0.438
medical,egbogi,ègbogi,anticipation,0.438
serial,tẹlentẹle,Tẹ̀lé ń tẹ̀lé,anticipation,0.438
goodness,ire,ire,anticipation,0.438
plea,ẹbẹ,ẹ̀bẹ̀,anticipation,0.438
superstitious,superstitious,ìgbàgbọ́ àtijọ́,anticipation,0.438
aloha,alaafia,Ìkíni ìfẹ́,anticipation,0.438
angel,angeli,ángélì,anticipation,0.438
reconstruct,atunkọ,Àtúnkọ́,anticipation,0.438
devout,olùfọkànsìn,olùfọkànsìn,anticipation,0.438
peace,alafia,àláfíà,anticipation,0.43
tabulate,tabulate,pín,anticipation,0.43
install,fi sori ẹrọ,Fi sórí ẹ̀rọ,anticipation,0.43
serenity,ifokanbale,Ìfọ̀kànbalẹ̀,anticipation,0.43
strategist,ogbon,ọgbọ́n,anticipation,0.43
clap,pàtẹ́wọ́,pàtẹ́wọ́,anticipation,0.43
venerable,venerable,bọ̀wọ̀,anticipation,0.43
perpetuate,wà pẹ́ títí,wà pẹ́ títí,anticipation,0.43
luscious,luscious,fẹ́lẹ́,anticipation,0.43
unverified,aimọ,Àìmọ̀,anticipation,0.43
spa,spa,Ibi ìtora,anticipation,0.43
tribunal,ile -ẹjọ,Ilé-ejọ́,anticipation,0.43
labyrinth,labyrinth,lọ́ kọ́lọk̀ọlọ,anticipation,0.43
charitable,alanu,aláànúú,anticipation,0.43
worship,ijosin,Ìjọsìn,anticipation,0.422
candid,lododo,lódodo,anticipation,0.422
recognizable,mọ,mọ̀,anticipation,0.422
unresolved,ti ko yanju,tí kò yanjú,anticipation,0.422
volatility,iyipada,ìyípadà,anticipation,0.422
forestall,igbo igbo,Igbó igbó,anticipation,0.422
patience,s patienceru,Ìwà pẹ̀lẹ́kùtù,anticipation,0.422
edification,atunse,Àtúnṣe,anticipation,0.422
conspirator,apanirun,apanirun,anticipation,0.422
grin,rẹrin,rẹ́rìnín,anticipation,0.422
oasis,osa,ìsádi,anticipation,0.422
vista,vista,Ìwònà fún ìsẹ̀lẹ̀,anticipation,0.422
adrift,adrift,Lé ténté,anticipation,0.422
revere,ibowo,Ìbọ̀wọ̀,anticipation,0.422
peaceful,alaafia,àláfíà,anticipation,0.422
laughter,ẹrin,ẹ̀rín,anticipation,0.422
weigh,sonipa,wúwo,anticipation,0.414
pretty,lẹwa,lẹ́wà,anticipation,0.414
detainee,atimọle,Àtìmọ́lé,anticipation,0.414
withstand,farada,faradà,anticipation,0.414
ordination,isọdimimọ,Ìsọdimímọ́,anticipation,0.414
grant,fifunni,fifúnni,anticipation,0.414
frisky,frisky,kún fágbára,anticipation,0.414
punctual,lásìkò,lásìkò,anticipation,0.414
astrologer,awòràwọ̀,awòràwọ̀,anticipation,0.414
morn,owurọ,Òwúrọ̀,anticipation,0.414
probation,igba akọkọwọṣẹ,Ìgbà àkọ́kọ́wọṣẹ́,anticipation,0.414
calls,awọn ipe,Àwọn ìpè,anticipation,0.414
mediate,alarina,alárinà,anticipation,0.414
proficiency,pipe,pípé,anticipation,0.414
craps,craps,yàgbẹ́,anticipation,0.414
ongoing,ti nlọ lọwọ,ti ńlọ lọ́wọ́,anticipation,0.414
thought,ronu,ronú,anticipation,0.414
continue,tesiwaju,tẹ̀síwájú,anticipation,0.414
sing,kọrin,kọrin,anticipation,0.411
outdo,outdo,ṣe kọjá,anticipation,0.406
mother,iya,ìyá,anticipation,0.406
subscribe,alabapin,alábàápín,anticipation,0.406
nurture,tọ́jú,tọ́jú,anticipation,0.406
proud,igberaga,ìgbéraga,anticipation,0.406
comfort,itunu,ìtùnú,anticipation,0.406
debenture,debenture,Ìwé àdéhùn,anticipation,0.406
punished,jiya,jìyà,anticipation,0.406
long,gun,gùn,anticipation,0.406
opponent,alatako,olùdíje,anticipation,0.406
banquet,àsè,àsè,anticipation,0.406
twinkle,seju,Sẹ́jú,anticipation,0.406
wizard,oṣó,oṣó,anticipation,0.406
midwife,agbẹbi,Agbẹ̀bí,anticipation,0.406
navigable,kiri,kiri,anticipation,0.406
confession,ijewo,Ìjẹ́wọ́,anticipation,0.406
continuation,itesiwaju,Ìtẹ̀síwájú,anticipation,0.406
headlight,imole,Ìmọ́lẹ̀,anticipation,0.406
prophylactic,prophylactic,sísáfún,anticipation,0.406
chicane,chicane,tànjẹ,anticipation,0.406
university,yunifasiti,Ilé-ìwé-ẹ̀kọ́-gíga,anticipation,0.406
deal,adehun,àdéhùn,anticipation,0.402
efficient,daradara,dáradára,anticipation,0.398
lettered,leta,lẹ́tà,anticipation,0.398
simmer,simmer,gbégbóná,anticipation,0.398
reliance,igbekele,Ìgbẹ́kẹ̀lé,anticipation,0.398
balm,balm,Ìpara Ìwọ́ra,anticipation,0.398
guillotine,guillotine,bẹ́ríbẹ́rí,anticipation,0.398
mortification,imudaniloju,ìmúdánilójú,anticipation,0.398
saintly,mimo,Mímọ́,anticipation,0.398
symphony,simfoni,Ohùn dídùn,anticipation,0.398
top,oke,òkè,anticipation,0.398
obliging,ọranyan,ọ̀ranyàn,anticipation,0.398
death,iku,ikú,anticipation,0.398
vigil,gbigbọn,àìsùn,anticipation,0.398
distracting,distracting,ń díwọ́,anticipation,0.398
representing,aṣoju,aṣojú,anticipation,0.398
judiciary,adajo,Adájọ́,anticipation,0.398
depraved,ibajẹ,Ìbàjẹ́,anticipation,0.391
condemnation,ìdálẹ́bi,ìdálẹ́bi,anticipation,0.391
assurance,idaniloju,ìdánilójú,anticipation,0.391
antidote,antidote,Ògùn ìwòsàn,anticipation,0.391
undoubted,laiseaniani,láìseàníàní,anticipation,0.391
objective,ohun to wa,ohun tó wà,anticipation,0.391
maternal,ìyá,ìyá,anticipation,0.391
abeyance,itusile,Ìtúsílẹ̀,anticipation,0.391
art,aworan,àwòrán,anticipation,0.391
unfulfilled,ti ko ṣẹ,Tí kò ṣe,anticipation,0.391
familiarity,faramọ,faramọ́,anticipation,0.391
chuckle,ẹrin,ẹ̀rín,anticipation,0.391
sanctify,sọ di mímọ̀,Sọ di mímọ́,anticipation,0.391
diplomacy,diplomacy,Fọgbán sí,anticipation,0.391
linger,pẹpẹ,Pẹ́pẹ́,anticipation,0.391
poke,poke,gín,anticipation,0.391
trust,gbekele,gbẹ́kẹ̀lé,anticipation,0.391
inoculation,inoculation,Síṣèsọ́ra fún,anticipation,0.384
labor,laala,làálà,anticipation,0.383
ram,Àgbo,àgbò,anticipation,0.383
chant,korin,Kọrin,anticipation,0.383
dutiful,tọkàntọkàn,tọkàntọkàn,anticipation,0.383
banger,banger,jíjàn,anticipation,0.383
humanitarian,omoniyan,ọmọnìyàn,anticipation,0.383
ship,ọkọ oju omi,ọkọ̀ ojú omi,anticipation,0.383
depend,dale,dálé,anticipation,0.383
good,o dara,dára,anticipation,0.383
scientist,onimo ijinle sayensi,Onímọ̀ ìjìnlẹ sáyẹ̀nsì,anticipation,0.383
undecided,ti ko pinnu,Tí kò pinu,anticipation,0.383
simplify,rọrun,rọrùn,anticipation,0.383
hap,hap,oríre,anticipation,0.383
hymn,orin iyin,orin ìyìn,anticipation,0.383
failing,kuna,kùnà,anticipation,0.383
playground,ibi -iṣere,Ibi-ìṣeré,anticipation,0.383
discretion,làákàyè,làákàyè,anticipation,0.383
clock,aago,ago,anticipation,0.375
interim,adele,àdèlé,anticipation,0.375
public,ti gbogbo eniyan,Ti gbogbo ènìyàn,anticipation,0.375
sterling,sita,dára,anticipation,0.375
savor,adun,adùn,anticipation,0.375
recurrent,loorekoore,lóòrekòrè,anticipation,0.375
gradual,dialdi.,Díẹ̀díẹ̀,anticipation,0.375
mountain,oke,òkè,anticipation,0.375
track,orin,ìlànà,anticipation,0.375
cradle,jojolo,Ìpìlẹ̀,anticipation,0.375
interminable,interminable,àìlópin,anticipation,0.375
navigator,kiri,ìkiri,anticipation,0.375
sonar,sonar,ìtàná,anticipation,0.367
instructions,awọn ilana,Àwọn ìlànà,anticipation,0.367
lesson,ẹkọ,ẹ̀kọ́,anticipation,0.367
abide,duro,dúró,anticipation,0.367
musical,orin,orin,anticipation,0.367
towering,gíga,gíga,anticipation,0.367
concealed,pamọ,Pamọ́,anticipation,0.367
whim,whim,èrò,anticipation,0.367
convince,parowa,Pàrọwà,anticipation,0.367
spear,ọkọ,ọ̀kọ̀,anticipation,0.367
biennial,odun meji,Odún méjì,anticipation,0.367
shiver,gbigbọn,gbígbọ̀n,anticipation,0.367
theory,yii,ẹ̀kọ́,anticipation,0.359
offset,aiṣedeede,Àìṣedédé,anticipation,0.359
atone,ètùtù,ètùtù,anticipation,0.359
theology,eko nipa esin,ẹ̀kọ́ nípa ẹ̀sìn,anticipation,0.359
undying,tí kò kú,tí kò kú,anticipation,0.359
timidity,itiju,ìtìjú,anticipation,0.359
plump,pọn,Pọ́n,anticipation,0.359
audience,olugbo,èrò,anticipation,0.357
nobility,ọlọla,ọlọ́lá,anticipation,0.352
localize,agbegbe,agbègbè,anticipation,0.352
paragon,paragon,àpẹrẹ,anticipation,0.352
edition,àtúnse,àtúnṣe,anticipation,0.352
kindred,ibatan,ìbátan,anticipation,0.352
dietary,onjẹunjẹ,Nípa oúnjẹ,anticipation,0.352
closure,bíbo,bíbò,anticipation,0.352
daily,ojoojumo,Ojoojúmọ́,anticipation,0.352
farm,oko,oko,anticipation,0.352
store,itaja,Ibi-ìkẹ́rù pamọ́sí,anticipation,0.352
cramp,inira,ìnira,anticipation,0.352
consecration,ìyàsímímọ́,ìyàsímímọ́,anticipation,0.352
wireless,alailowaya,aláìlowáyà,anticipation,0.344
errand,iṣẹ,Iṣẹ́,anticipation,0.344
meditate,ṣe àṣàrò,ṣe àṣàrò,anticipation,0.344
mutable,mutable,le yọ kúrò,anticipation,0.344
stripped,ṣi kuro,ṣí kúrò,anticipation,0.344
mobile,mobile,ṣe é gbé kiri,anticipation,0.344
archaeology,archeology,Ẹ̀kọ́ ìgbà àtíjọ́,anticipation,0.344
unaccountable,unaccountable,aìleseékà,anticipation,0.336
buddy,ore,ọ̀rẹ́,anticipation,0.336
unbeaten,alailẹgbẹ,aláìlẹ́gbẹ́,anticipation,0.336
germ,kokoro,kòkòrò,anticipation,0.336
brotherly,arakunrin,arákùnrin,anticipation,0.336
lessen,dinku,dínkù,anticipation,0.336
pare,pare,gé,anticipation,0.336
chastity,iwa mimọ,Ìwà mímọ́,anticipation,0.328
council,igbimọ,Ìgbìmọ̀,anticipation,0.328
patient,alaisan,aláìsàn,anticipation,0.328
possess,gbà,gbà,anticipation,0.328
digress,digress,yà,anticipation,0.328
secular,alailesin,aláìlẹ́sìn,anticipation,0.328
ribbon,tẹẹrẹ,Tẹ́ẹ́rẹ́,anticipation,0.328
dove,àdàbà,àdàbà,anticipation,0.328
olfactory,olfactory,Ibi imú,anticipation,0.328
immature,ti ko dagba,tí kò dàgbà,anticipation,0.32
fancy,fanimọra,fanimọ́ra,anticipation,0.32
disposed,sọnu,sọnù,anticipation,0.32
heft,heft,tóbi,anticipation,0.32
paddle,paddle,gbá,anticipation,0.32
cove,ibora,ìbora,anticipation,0.32
regularity,deede,déédé,anticipation,0.32
mediator,olulaja,olùlàjà,anticipation,0.32
preservative,olutọju,Olùtọ́jú,anticipation,0.32
scrutinize,ṣe ayẹwo,ṣe àyẹ̀wò,anticipation,0.32
infanticide,ipaniyan ọmọ,Ìpànìyàn ọmọ,anticipation,0.32
denying,kiko,Kíkọ̀,anticipation,0.312
analyst,oluyanju,olùyanjú,anticipation,0.312
unpublished,ti a ko tẹjade,Tí a kò tẹ̀ jáde,anticipation,0.312
church,ijo,Ìjọ,anticipation,0.312
grim,koro,yíyisánu,anticipation,0.312
bugle,bugle,jígbé,anticipation,0.312
mill,ọlọ,ọlọ,anticipation,0.305
priesthood,oyè àlùfáà,oyè àlùfáà,anticipation,0.305
broadside,gbooro,gbòòrò,anticipation,0.305
judicial,adajọ,adájọ́,anticipation,0.305
saliva,itọ,itọ́,anticipation,0.297
thermocouple,thermocouple,Èrọ̀ tín sàyẹ̀wo ara,anticipation,0.297
dismay,aibanujẹ,Àìbanújẹ́,anticipation,0.297
cap,fila,fìlà,anticipation,0.297
instructor,oluko,Olùkọ́,anticipation,0.297
exhaustion,ailera,àìlera,anticipation,0.297
tributary,agbo -ori,Agbo-orí,anticipation,0.297
shackle,ẹwọn,ẹ̀wọ̀n,anticipation,0.289
cataract,cataract,gẹ̀rẹ̀ omi,anticipation,0.289
wont,kii ṣe,Kìí ṣe,anticipation,0.289
bruise,ọgbẹ,ọgbẹ́,anticipation,0.289
visor,visor,àbò,anticipation,0.289
addresses,adirẹsi,Àdírẹ̀sì,anticipation,0.289
homeless,aini ile,Àìní ilé,anticipation,0.289
discreet,olóye,olóyè,anticipation,0.289
network,nẹtiwọki,nẹ́tíwọ̀kì,anticipation,0.289
noncompliance,aibikita,àìbìkítà,anticipation,0.289
astronomer,awòràwọ̀,awòràwọ̀,anticipation,0.281
neighbor,aladugbo,aládúgbò,anticipation,0.281
skewed,ìpín,ìpín,anticipation,0.281
sentence,gbolohun,gbólóhùn,anticipation,0.273
picket,agbẹru,agbẹ́rù,anticipation,0.273
immaturity,ìbàlágà,aìbàlágà,anticipation,0.273
cream,ipara,ìpara,anticipation,0.273
devil,bìlísì,bìlísì,anticipation,0.273
latent,wiwaba,wíwábá,anticipation,0.273
holiness,iwa -mimo,Ìwà-mímọ́,anticipation,0.273
lull,lull,kíkùnlórun,anticipation,0.266
morals,iwa,ìwà,anticipation,0.266
habitual,aṣa,Ìwà-bárakú,anticipation,0.266
neighborhood,adugbo,àdúgbò,anticipation,0.266
weight,àdánù,àdánù,anticipation,0.258
bye,o dabọ,Ó dàbọ̀,anticipation,0.258
forearm,iwaju,Iwájú ọwọ́,anticipation,0.25
clown,oniye,Oníyẹ̀yẹ́,anticipation,0.25
organ,eto ara,ẹ̀yà,anticipation,0.25
quote,agbasọ,Àgbàsọ,anticipation,0.242
commonplace,wọpọ,Wọ́pọ̀,anticipation,0.242
dictatorship,apanirun,apanirun,anticipation,0.234
treadmill,treadmill,Ìgbà tí ò tura,anticipation,0.234
board,ọkọ,pákó,anticipation,0.234
rail,iṣinipopada,Ìṣíninípòpadà,anticipation,0.234
tree,igi,igi,anticipation,0.227
sundial,oorun,oòrùn,anticipation,0.227
paralysis,paralysis,àrun rọpárọpà,anticipation,0.211
worm,kokoro,kòkòrò,anticipation,0.203
cement,simenti,sìmẹ́ǹtì,anticipation,0.203
organization,agbari,Ilé iṣẹ́,anticipation,0.203
lagging,alailara,aláìlára,anticipation,0.18
neutral,didoju,Wà láàrín,anticipation,0.148
cannibalism,ipaniyan,ìpànìyàn,disgust,0.953
mutilation,ipaniyan,ìpànìyàn,disgust,0.93
incest,ìbálòpọ̀,ìbálòpọ̀,disgust,0.914
molestation,ipaniyan,ìpànìyàn,disgust,0.914
rape,ifipabanilopo,Ìfipábánilòpọ̀,disgust,0.906
gonorrhea,gonorrhea,àtọ̀sí,disgust,0.906
cannibal,ẹranko,ẹranko,disgust,0.898
rot,rot,jẹrà,disgust,0.891
corpse,òkú,òkú,disgust,0.883
excrement,iyọkuro,Ìyọkúrò,disgust,0.883
massacre,ipakupa,ìpakúpa,disgust,0.883
barf,igi igi,èbíbì,disgust,0.875
slaughter,pipa,pípa,disgust,0.875
slaughterhouse,agbo ẹran,Ibi ìpẹran,disgust,0.867
filth,ẹgbin,ẹ̀gbin,disgust,0.859
sewerage,idoti,Ìdọ̀tí,disgust,0.859
incestuous,ibalopọ,Ìbálòpọ̀,disgust,0.859
bigot,olufokansin,Olùfọkànsìn,disgust,0.859
rancid,rancid,àibániláramu,disgust,0.859
plague,ìyọnu,ìyọnu,disgust,0.852
infestation,infestation,ìdojúkọ àwọn kòkorò,disgust,0.852
holocaust,ipaniyan,ìpànìyàn,disgust,0.852
bloodthirsty,ongbẹ ẹjẹ,Òǹgbẹ ẹ̀jẹ̀,disgust,0.852
maggot,ìdin,ìdin,disgust,0.844
rotting,rotting,Ń jẹrà,disgust,0.844
feces,feces,ìdọ̀tí,disgust,0.844
fecal,fecal,Bí ìgbẹ́,disgust,0.844
murder,ipaniyan,ìpànìyàn,disgust,0.839
infanticide,ipaniyan ọmọ,ìpànìyàn ọmọ,disgust,0.836
enslaved,ẹrú,ẹrú,disgust,0.836
homicide,ipaniyan,ìpànìyàn,disgust,0.836
asshole,Iwoomusu,Ìwà ọ̀dẹ̀,disgust,0.836
perverted,arekereke,àrékérekè,disgust,0.828
