word,machine_translation,human_translation,machine_translation_updated
irony,irony,áìríbóseye,áìríbóseye
jam,Jam,eso-igi tàsé,eso-igi tàsé
professor,ojogbon,,ojogbon
defended,gbeja,,gbeja
bath,iwẹ,,iwẹ
counselor,Oludamoran,,Oludamoran
happiness,idunu,,idunu
limit,opin,òpin,òpin
motivate,ru,,ru
derisively,ni itara,ẹlẹ́tàn,ẹlẹ́tàn
fairly,ni deede,,ni deede
toothless,ehín,àìléhín,àìléhín
revolutionizes,revolutionizes,iyipada,iyipada
imprison,ẹwọn,ṣẹ̀wọ̀n,ṣẹ̀wọ̀n
dissembler,dissembler,adíbọ́n,adíbọ́n
divisively,iyapa,ìyapa,ìyapa
corrupts,ibajẹ,bàjẹ́,bàjẹ́
psalm,Psalm,orin Dafidi,orin Dafidi
plague,ìyọnu,ìyọnu,ìyọnu
impolitic,impolitic,àìgbọ́n,àìgbọ́n
fungus,fungus,olú,olú
individuality,ẹni -kọọkan,,ẹni -kọọkan
ultimatum,ultimatum,ìparí ìpinu,ìparí ìpinu
insane,were,wèrè,wèrè
tragedy,ajalu,àjálù,àjálù
fatally,apaniyan,apanirun,apanirun
vulgar,ẹlẹgàn,yẹpẹrẹ,yẹpẹrẹ
serpent,ejo,ejò,ejò
dissatisfaction,itẹlọrun,àìnítẹ̀ẹ́lọ́rùn,àìnítẹ̀ẹ́lọ́rùn
selfishness,ìmọtara -ẹni -nìkan,ìmọ̀tara-ẹni-nìkan,ìmọ̀tara-ẹni-nìkan
insult,itiju,ìtìjú,ìtìjú
distorting,yiyọ,yíyọ,yíyọ
relieves,relieves,tu,tu
altruistic,altruistic,aimọtara-ẹnikan,aimọtara-ẹnikan
prophylactic,prophylactic,díwọ́ àìsàn,díwọ́ àìsàn
wildcat,ẹranko igbó,olóngbò-igbó,olóngbò-igbó
jeers,ẹlẹgàn,ẹlẹgàn,ẹlẹgàn
attracting,fifamọra,n famọra,n famọra
scratches,scratches,àpá,àpá
annoyance,ibinu,ìbínú,ìbínú
wreak,ibajẹ,gbẹ̀san,gbẹ̀san
delighted,Inudidun,,Inudidun
slump,ṣubú,ṣubú,ṣubú
sting,ta,ta,ta
smudges,rirun,rírú èéfín,rírú èéfín
treat,toju,oúnjẹ,oúnjẹ
omniscient,ologbon,,ologbon
septic,septic,kòkòrò-àrùn,kòkòrò-àrùn
catastrophies,ajalu,àwọn àjálù ńlá,àwọn àjálù ńlá
separatist,oluyapa,olùyapa,olùyapa
slaughterhouse,agbo ẹran,odò-ẹran,odò-ẹran
trance,trance,èdì,èdì
conscientious,tọkàntọkàn,apọ̀n,apọ̀n
overload,apọju,àpọ̀jù,àpọ̀jù
prohibition,idinamọ,ìkọ̀fún,ìkọ̀fún
plagiarism,ipaniyan,àdàkọ-àìtọ́,àdàkọ-àìtọ́
slashing,slashing,gé kúrú,gé kúrú
tricked,tan,tàn,tàn
proficient,alamọdaju,,alamọdaju
explosion,bugbamu,ìbúgbámù,ìbúgbámù
winnable,winnable,se yilọkanpada,se yilọkanpada
crap,inira,ìnira,ìnira
noises,ariwo,ariwo,ariwo
honest,ooto,o looto,o looto
disagrees,ko gba,kò gbà,kò gbà
appropriate,yẹ,,yẹ
opponent,alatako,alátakò,alátakò
fancy,fanimọra,,fanimọra
impassable,airekọja,àìdákọjá,àìdákọjá
inescapably,inescapably,àìlèyàgòfún,àìlèyàgòfún
choked,gbungbun,pa,pa
possessive,oniwun,níní,níní
disillusions,disillusions,ìtúsílẹ̀ kúrò nínú ìtànjẹ,ìtúsílẹ̀ kúrò nínú ìtànjẹ
unconstrained,unconstrained,ko ṣe dẹkùn,ko ṣe dẹkùn
diary,ojojumọ,ìwé ojojúmọ́,ìwé ojojúmọ́
unsafe,ailewu,léwu,léwu
objectionable,atako,àtakò,àtakò
proudly,igberaga,ayọ nla,ayọ nla
substantive,pataki,,pataki
multi-purpose,olona-idi,,olona-idi
affable,affable,ninurere,ninurere
escaping,yọ kuro,sá kúrò,sá kúrò
persistence,itẹramọṣẹ,,itẹramọṣẹ
disasters,ajalu,àjálù,àjálù
vilify,vilify,kẹ́gàn,kẹ́gàn
tyrant,alade,oníwaipá,oníwaipá
obsessiveness,ifẹ afẹju,ìfẹ́ àfẹ́jù,ìfẹ́ àfẹ́jù
creditable,ni gbese,le gba awin,le gba awin
self-respect,iyì ara ẹni,,iyì ara ẹni
misreading,kika kika,ṣìkà,ṣìkà
world-famous,olokiki agbaye,,olokiki agbaye
fictitious,airotẹlẹ,,airotẹlẹ
infections,àkóràn,àkóràn,àkóràn
bog,oju ewe,ẹrẹ̀,ẹrẹ̀
success,aseyori,,aseyori
setback,ifaseyin,ìfàsẹ́yìn,ìfàsẹ́yìn
govern,ṣe akoso,,ṣe akoso
mournfully,ṣọfọ,ṣọ̀fọ̀,ṣọ̀fọ̀
environ,àyíká,,àyíká
downbeat,isalẹ,ìbànújẹ́,ìbànújẹ́
commendable,gbóríyìn fún,,gbóríyìn fún
flourishing,gbilẹ,,gbilẹ
declaratory,ikede,,ikede
dynamic,ìmúdàgba,,ìmúdàgba
underlings,underlings,olùrànlọ́wọ́,olùrànlọ́wọ́
leaks,n jo,jò,jò
backbone,egungun,egungun ẹyin,egungun ẹyin
stutters,ìkọlù,akílòlò,akílòlò
scoldingly,ẹgan,ẹ̀gàn,ẹ̀gàn
woebegone,woebegone,òtòsì,òtòsì
disconcertingly,lainidii,pẹ̀lú ìdàrú,pẹ̀lú ìdàrú
anxieties,aniyan,àníyàn,àníyàn
valor,akọni,,akọni
withdrawal,yiyọ kuro,yíyọ kúrò,yíyọ kúrò
cut,ge,gé,gé
stabbed,gun,gún,gún
violently,agbara,alágbára,alágbára
wows,wows,yà lẹ́nu,yà lẹ́nu
unrealistic,otitọ.O,àìjóòtọ́,àìjóòtọ́
imaculate,imaculate,ailabawọn,ailabawọn
somber,somber,dúdú,dúdú
dumbfound,odi,odi,odi
setbacks,ifaseyin,ìfàsẹ́yìn,ìfàsẹ́yìn
salve,gbala,ipara,ipara
aground,ilẹ,ilẹ̀,ilẹ̀
understanding,Oye,,Oye
amputate,ge,gé,gé
less-developed,ti ko ni idagbasoke,tí kò ní ìdàgbàsókè,tí kò ní ìdàgbàsókè
pretended,dibon,díbọ́n,díbọ́n
intonation,intonation,igbesoke ohun,igbesoke ohun
crank,ibẹrẹ nkan,onínúfùfù,onínúfùfù
suck,muyan,mú yán,mú yán
procession,ilana,irin ọpọ enia lesese,irin ọpọ enia lesese
atonement,ètùtù,,ètùtù
eccentric,aiṣedeede,àìṣedéédé,àìṣedéédé
pretentious,alagidi,ìtànjẹ,ìtànjẹ
amuse,iṣere,ṣere,ṣere
completing,ipari,,ipari
blasted,blasted,sọ̀rọ̀ sí,sọ̀rọ̀ sí
accountability,ojuse,,ojuse
litigate,ẹjọ,ẹjọ́,ẹjọ́
dolorous,dolorous,ìbànújẹ́,ìbànújẹ́
spookier,alakikanju,akíkanjú,akíkanjú
moping,moping,àìbìkítà,àìbìkítà
loose,alaimuṣinṣin,aláìmúṣinṣin,aláìmúṣinṣin
hilarious,panilerin,,panilerin
splendidly,lọpọlọpọ,,lọpọlọpọ
restrict,ni ihamọ,hámọ́,hámọ́
diagnosis,okunfa,àyèwò,àyèwò
sultry,sultry,moru,moru
unspecified,ti ko ṣe alaye,àìṣàlàyé,àìṣàlàyé
unnerve,unnerve,dàláámù,dàláámù
lurch,irọra,ìṣípòpadà òjijì,ìṣípòpadà òjijì
abscond,igbala,sá lọ,sá lọ
worst,buru,burú,burú
gaudy,gaudy,ọlọ́pọ̀ ọ̀ṣọ́,ọlọ́pọ̀ ọ̀ṣọ́
loathe,korira,kò ríra,kò ríra
destructive,apanirun,apanirun,apanirun
weatherproof,oju ojo,gbomi dúró,gbomi dúró
tariff,owo idiyele,ìdíyelé,ìdíyelé
hoot,gbo,hó,hó
nettlesome,nettlesome,ẹlẹ́gùn-ún,ẹlẹ́gùn-ún
talk,sọrọ,,sọrọ
scoundrel,ẹlẹgbin,alárìífín,alárìífín
froze,didi,dídì,dídì
morsel,onjẹ,òkèlè,òkèlè
piles,piles,jẹ̀díjẹ̀dí,jẹ̀díjẹ̀dí
optionless,iyan,àìsí ònà àbáyọ,àìsí ònà àbáyọ
extoll,gbega,,gbega
cleverness,ọgbọn,,ọgbọn
renown,ogbontarigi,,ogbontarigi
pivot,agbedemeji,,agbedemeji
grab,gbamu,gbámú,gbámú
helped,iranwo,ranlọwọ,ranlọwọ
emaciated,rirun,fẹ́lẹ́fẹ́lẹ́,fẹ́lẹ́fẹ́lẹ́
memorable,to sese,ti ko se gbagbe,ti ko se gbagbe
dissenting,iyapa,ìyapa,ìyapa
luxuriant,adun,idagba pupọ,idagba pupọ
collapse,subu,ṣubú,ṣubú
cash,owo,,owo
wheedle,kẹkẹ,ẹ̀pọ́n,ẹ̀pọ́n
parade,Itolẹsẹ,,Itolẹsẹ
stealing,jiji,jíjí,jíjí
backache,ẹhin ẹhin,ìrora ẹ̀hìn,ìrora ẹ̀hìn
walkouts,ìrìn -àjò,ìrìn -àjò,ìrìn -àjò
ding,dinging,ìjákulẹ̀,ìjákulẹ̀
remiss,idariji,jáfara,jáfara
alcoholism,ìmukúmu,ìmukúmu,ìmukúmu
bullied,ipanilaya,ìpaniláyà,ìpaniláyà
offensiveness,ibinu,ìmúnibínú,ìmúnibínú
surprise,iyalẹnu,,iyalẹnu
sensational,sensational,jẹ́ àìbalẹ̀ ọkàn,jẹ́ àìbalẹ̀ ọkàn
tears,omije,omijé,omijé
patronage,patronage,itileyin,itileyin
constraint,ihamọ,ìdíwọ́,ìdíwọ́
revere,ibowo,,ibowo
worth-while,tọ-nigba,dara,dara
cleanliness,mimọ,,mimọ
approves,fọwọsi,,fọwọsi
subtract,Yọkuro,Yọ kúrò,Yọ kúrò
culinary,Onje wiwa,,Onje wiwa
bloodshed,itajesile,ìta ẹ̀jẹ̀sílẹ̀,ìta ẹ̀jẹ̀sílẹ̀
rugged,gaungaun,pàlàpálá,pàlàpálá
romanticism,romanticism,oromoléegun,oromoléegun
fat,sanra,sanra,sanra
sag,sag,sàn wálẹ̀,sàn wálẹ̀
uncreative,alailẹgbẹ,àìlátinúdá,àìlátinúdá
diplomacy,diplomacy,ọgbọn olori ilu,ọgbọn olori ilu
jitters,jitters,àìfarabalẹ̀,àìfarabalẹ̀
journalist,oniroyin,,oniroyin
betterment,ilọsiwaju,,ilọsiwaju
merciless,alaaanu,àìláàánú,àìláàánú
visit,ṣabẹwo,,ṣabẹwo
imperfection,àìpé,àìpé,àìpé
general,gbogboogbo,,gbogboogbo
inconceivable,airotẹlẹ,àìròtẹ́lẹ̀,àìròtẹ́lẹ̀
convienient,ifaramọ,dẹrun,dẹrun
unlucky,lailoriire,àìlóríre,àìlóríre
improperly,aibojumu,àìbójúmu,àìbójúmu
low-priced,owo-kekere,,owo-kekere
exaltedly,ga,,ga
glacial,glacial,yìyín,yìyín
beam,tan ina,,tan ina
restraint,ihamọ,,ihamọ
information,alaye,,alaye
attendant,iranṣẹ,,iranṣẹ
lumpy,lumpy,oníkókó,oníkókó
shameless,itiju,ìtìjú,ìtìjú
atrocious,oniwa buburu,oníwà búburú,oníwà búburú
authenticity,ododo,,ododo
hut,ahere,,ahere
authoritarian,alaṣẹ,Aláṣẹ,Aláṣẹ
solemn,mimo,mímọ́,mímọ́
despotism,ifẹkufẹ,ìfipáṣàkóso,ìfipáṣàkóso
dashing,dashing,lẹwa,lẹwa
antidote,antidote,aporo,aporo
envies,ilara,ilara,ilara
clothe,aṣọ,,aṣọ
subsidence,ibugbe,̀dádúró,̀dádúró
lively,iwunlere,dara ya,dara ya
kinder,oninuure,,oninuure
restless,isimi,àìsimi,àìsimi
incursion,ikọlu,ìkọlù,ìkọlù
sunken,rì,rì,rì
static,aimi,àìmì,àìmì
yawning,ariwo,yíyán,yíyán
trapped,idẹkùn,ìdẹkùn,ìdẹkùn
yawn,ariwo,yíyán,yíyán
melancholic,melancholic,ìbànújẹ́,ìbànújẹ́
stray,ṣáko lọ,sọnù,sọnù
terror,ẹru,wàhálà,wàhálà
quarrellously,ìjà,ajẹmọ́jà,ajẹmọ́jà
dirtbag,apo idoti,àpò ìdọ̀tí,àpò ìdọ̀tí
shambles,rirun,wọ́ nilẹ̀,wọ́ nilẹ̀
unilateralism,iṣọkan,àdáṣe,àdáṣe
relishing,inu didun,,inu didun
dent,ehin,àpá,àpá
ghosting,iwunilori,ìfinipamọ́,ìfinipamọ́
rejoices,yọ,,yọ
luxury,igbadun,,igbadun
accommodation,ibugbe,,ibugbe
cramp,inira,ìnira,ìnira
death,iku,ikú,ikú
contradictory,ilodi,ìlòdì,ìlòdì
legally,labẹ ofin,,labẹ ofin
hobby,ifisere,,ifisere
paranoia,paranoia,ìṣiwèrè,ìṣiwèrè
gimmicks,gimmicks,ète,ète
escape,sa,sá,sá
detached,ti ya sọtọ,já,já
inexpertly,alaimoye,aláìmòye,aláìmòye
sobering,sobering,áìmùtí para,áìmùtí para
harassment,imunibinu,ìmúbínú,ìmúbínú
enterprising,iṣẹ -ṣiṣe,,iṣẹ -ṣiṣe
fuking,fuking,fuking,fuking
impotent,alailagbara,àìlágbàrá,àìlágbàrá
movable,movable,ṣeegbe,ṣeegbe
god-send,ọlọrun-firanṣẹ,tọlọrun-ranwa,tọlọrun-ranwa
incorrectly,ti ko tọ,kò tọ́,kò tọ́
relieving,iderun,n tu,n tu
deceive,tan,tàn,tàn
confrontational,ilodiwọn,ìdojúkọ,ìdojúkọ
upheaval,ariwo,rògbòdìyàn,rògbòdìyàn
slay,Pa,pa,pa
mortify,ṣe idibajẹ,ṣèbàjẹ́,ṣèbàjẹ́
bleeds,awọn ẹjẹ,àwọn ẹ̀jẹ̀,àwọn ẹ̀jẹ̀
sinisterly,aiṣododo,ibi,ibi
vexing,inira,bínú,bínú
scrambling,gbigbọn,gbígbọ̀n,gbígbọ̀n
empower,agbara,ro lagbara,ro lagbara
lettered,leta,pẹlu iwe,pẹlu iwe
villainous,buburu,ìwà búburú,ìwà búburú
wicked,buburu,búburú,búburú
grey,grẹy,ewú,ewú
complains,nkùn,ẹ̀sùn,ẹ̀sùn
onus,onus,ẹ̀dun-ọkàn,ẹ̀dun-ọkàn
jeeringly,ẹlẹ́yà,ẹlẹ́yà,ẹlẹ́yà
freakish,freakish,àjèjì,àjèjì
alarming,itaniji,ìtanijí,ìtanijí
occlude,occlude,dí,dí
debaucher,oniwa ibajẹ,oníwà ìbàjẹ́,oníwà ìbàjẹ́
menace,ewu,ewu,ewu
snicker,onibaje,,onibaje
march,Oṣù,irin lẹsẹsẹ,irin lẹsẹsẹ
quibbles,jibiti,àròyé,àròyé
well-backlit,daradara-backlit,ìtàná dáradára,ìtàná dáradára
contender,oludije,olùdíje,olùdíje
drunken,ọmuti,mutí yó,mutí yó
embroilment,iloro,ìnira,ìnira
smack,lù,lù,lù
easiest,rọrun julọ,,rọrun julọ
cheering,níṣìírí,,níṣìírí
slayer,apaniyan,apànìyàn,apànìyàn
extraordinary,alailẹgbẹ,,alailẹgbẹ
fiasco,fiasco,ìkùnà,ìkùnà
panics,ijaaya,ìjayà,ìjayà
ironical,ironical,ìlò ọ̀rọ̀ lòdì,ìlò ọ̀rọ̀ lòdì
brisk,brisk,yara,yara
kudos,kudos,kare,kare
paddle,paddle,fẹ,fẹ
discouragement,irẹwẹsi,ìrẹ̀wẹ̀sì,ìrẹ̀wẹ̀sì
robing,jija,jíjalè,jíjalè
ulcer,adaijina,ọgbẹ́-inú,ọgbẹ́-inú
harangue,harangue,ìkìlọ̀,ìkìlọ̀
weary,agara,sú,sú
wronged,ti ṣe aṣiṣe,tí ṣe àṣìṣe,tí ṣe àṣìṣe
tumult,ariwo,rúkèrúdò,rúkèrúdò
disruption,idalọwọduro,ìdálọ́wọ́dúró,ìdálọ́wọ́dúró
sanguine,sanguine,ni ireti,ni ireti
inquirer,onibeere,,onibeere
quarrellous,ìjà,ajẹmọ́jà,ajẹmọ́jà
toleration,ifarada,,ifarada
dissatisfactory,alaitẹlọrun,aláìtẹ̀ẹ́lọ́rùn,aláìtẹ̀ẹ́lọ́rùn
optimism,ireti,,ireti
exaggerated,abumọ,àbùmọ́,àbùmọ́
stunning,yanilenu,,yanilenu
subversive,onírúkèrúdò,onírúkèrúdò,onírúkèrúdò
butt,apọju,ìdí,ìdí
ugliness,ilosiwaju,ìburẹ́wà,ìburẹ́wà
priestly,alufaa,,alufaa
slick,ologbon,,ologbon
radiant,tàn,,tàn
slaves,ẹrú,àwọn ẹrú,àwọn ẹrú
gaffe,gafe,àṣìṣe,àṣìṣe
agonizing,ibanuje,ìbànújẹ́,ìbànújẹ́
apologised,toro aforiji,tọrọ ìdáríjì,tọrọ ìdáríjì
infliction,ipalara,ìpalára,ìpalára
taboo,taboo,èèwò,èèwò
flaunt,flaunt,fihàn,fihàn
monotony,monotony,ohùn kan,ohùn kan
bluring,gbigbọn,kò já gaara,kò já gaara
nerves,awọn iṣan,àwọn iṣan,àwọn iṣan
lowlands,awọn ilẹ kekere,ipẹ̀tẹ́lẹ̀,ipẹ̀tẹ́lẹ̀
straighten,gígùn,nà,nà
prevented,dena,dènà,dènà
hastily,kánkán,kánkán,kánkán
unnecessary,kobojumu,àìyẹ,àìyẹ
conflict,rogbodiyan,rògbòdìyàn,rògbòdìyàn
rosy,rosy,dara,dara
spite,laibikita,ìkórìíra,ìkórìíra
bereave,ṣọfọ,ṣọ̀fọ̀,ṣọ̀fọ̀
stillness,idakẹjẹ,,idakẹjẹ
sass,sass,ọ̀rọ̀ ẹ̀yìn,ọ̀rọ̀ ẹ̀yìn
joyous,ayo,,ayo
evenly,boṣeyẹ,,boṣeyẹ
attacking,ikọlu,ìkọlù,ìkọlù
recommends,ṣe iṣeduro,,ṣe iṣeduro
deceased,oku,òkú,òkú
poised,ni imurasilẹ,olùdarí,olùdarí
encouraged,iwuri,gba niyanju,gba niyanju
jest,ẹlẹya,,ẹlẹya
unfaithfully,alaisododo,àìṣòdodo,àìṣòdodo
acceptance,gbigba,,gbigba
repudiation,ikorira,ìlòdìsí,ìlòdìsí
favors,ojurere,,ojurere
prate,prate,ìsọ̀rọ òmùgọ̀,ìsọ̀rọ òmùgọ̀
drinking,mimu,mímu,mímu
muck,muck,ẹrẹ̀,ẹrẹ̀
cloister,oluṣọ,ilé-ìjọsìn,ilé-ìjọsìn
emancipation,ominira,,ominira
bland,bland,èniyàn lásán,èniyàn lásán
adoringly,adoringly,n juba,n juba
irreverent,alaibọwọ,aláìbọ̀wọ̀,aláìbọ̀wọ̀
haunting,haunting,dàmú,dàmú
irresistible,alailagbara,alailedojukọ,alailedojukọ
maddening,aṣiwere,aṣiwèrè,aṣiwèrè
riddled,tàn,bàjẹ́,bàjẹ́
disrepute,aibuku,àìlórúkọ rere,àìlórúkọ rere
hedonism,hedonism,ìwà-rere,ìwà-rere
slop,tẹẹrẹ,ẹrẹ̀,ẹrẹ̀
acumen,itara,,itara
outburst,ariwo,,ariwo
insecurity,ailewu,àìláàbò,àìláàbò
cheaply,olowo poku,olówó pọ́kú,olówó pọ́kú
outstrip,outstrip,re kọja,re kọja
ejection,jijade,jíjáde,jíjáde
blunt,kurukuru,rakuraku,rakuraku
constitutional,t'olofin,,t'olofin
febrile,febrile,ibà,ibà
charged,gba agbara,gba agbára,gba agbára
dilute,dilute,bomilà,bomilà
tempest,iji,ẹ̀fúfù,ẹ̀fúfù
stagnant,duro,dúró,dúró
dropouts,ifasilẹ silẹ,ẹni tí kò parí ẹ̀kọ́,ẹni tí kò parí ẹ̀kọ́
brocade,brocade,aṣọ aláràbarà,aṣọ aláràbarà
alarmed,bẹru,bẹ̀rù,bẹ̀rù
uneasiness,aibanujẹ,ìbẹ̀rùbojo,ìbẹ̀rùbojo
graceless,oore -ofe,àìlóore-ọ̀fẹ́,àìlóore-ọ̀fẹ́
knife,ọbẹ,ọ̀bẹ,ọ̀bẹ
completely,patapata,,patapata
dogged,dogged,iforiti,iforiti
ally,ore,,ore
sprightly,daradara,nididaraya,nididaraya
predilection,predilection,nifẹ sí,nifẹ sí
monetary,owo,,owo
poise,ìfaradà,,ìfaradà
discordant,iyapa,ìyapa,ìyapa
agonizingly,ibanuje,ìrora,ìrora
pregnancy,oyun,oyún,oyún
ferocity,ferocity,ìwà ipá,ìwà ipá
anomalous,alaigbọran,aláìgbọràn,aláìgbọràn
invective,invective,ẹ̀sùn ẹlẹ́gàn,ẹ̀sùn ẹlẹ́gàn
preferring,fẹran,,fẹran
bewail,kigbe,kígbe,kígbe
infertility,ailesabiyamo,àgàn,àgàn
unusually,dani,Ìṣọ̀wọ́n,Ìṣọ̀wọ́n
effectual,ipa,lagbara,lagbara
immune,ajesara,,ajesara
brotherly,arakunrin,,arakunrin
substandard,alainiṣẹ,aláìgbéwọ̀n,aláìgbéwọ̀n
mediocrity,mediocrity,àìmọ̀kan,àìmọ̀kan
futuristic,ojo iwaju,,ojo iwaju
pimple,pimple,ìrorẹ,ìrorẹ
reasonable,reasonable,bojumu,bojumu
inactive,aisise,àìṣiṣẹ́,àìṣiṣẹ́
eagerness,itara,,itara
cooperative,ajumose,,ajumose
fancier,olufẹ,,olufẹ
complements,awọn afikun,,awọn afikun
fervidly,tọkàntọkàn,,tọkàntọkàn
malice,arankàn,àrankàn,àrankàn
catheter,kateda,túúbù,túúbù
alas,alas,alas,alas
vouch,ẹri,,ẹri
uncivil,alaigbagbọ,aláìbuyìfún,aláìbuyìfún
enhanced,imudara,,imudara
retards,retards,ìdádúró,ìdádúró
disadvantage,alailanfani,aláìláǹfàní,aláìláǹfàní
destitute,alaini,ṣàìní,ṣàìní
sympathetic,alaanu,kaanu,kaanu
cleansing,ìwẹnumọ,,ìwẹnumọ
criticism,alariwisi,àríwísí,àríwísí
faze,faze,ìjayà,ìjayà
lead,asiwaju,siwaju,siwaju
oversights,oversights,àyọkúrò,àyọkúrò
raptureous,raptureous,jẹ tagbára,jẹ tagbára
archaic,archaic,ti àtijọ́,ti àtijọ́
protection,aabo,,aabo
likes,fẹran,,fẹran
deprivation,alaini,ìgbàkúrò,ìgbàkúrò
bastion,ipilẹ,ìpìlẹ̀,ìpìlẹ̀
usury,èlé,èlé,èlé
unnaturally,lainidii,àìṣèwà-ẹ̀dá,àìṣèwà-ẹ̀dá
corrosions,ipata,àwọn ìpátá,àwọn ìpátá
arrogant,agberaga,agbéraga,agbéraga
cautious,ṣọra,ṣọra,ṣọra
nicely,daradara,,daradara
discoloration,awọ ara,àbàwọ́n,àbàwọ́n
heroize,akọni,sọ di akọni,sọ di akọni
resentful,ibinu,ibinu,ibinu
intransigent,alaigbọran,aláìgbọràn,aláìgbọràn
pull,Fa,,Fa
bugs,idun,ìdun,ìdun
tarnishing,tarnishing,ìtàbùkù,ìtàbùkù
impoverished,talaka,tálákà,tálákà
conciliated,gbìyànjú,laja,laja
straggler,straggler,alárìnká,alárìnká
avoid,yago fun,yàgò fún,yàgò fún
apt,yẹ,yẹ,yẹ
funk,funk,ìrẹ̀wẹ̀sí,ìrẹ̀wẹ̀sí
clearly,kedere,,kedere
truthfulness,otitọ,,otitọ
sensual,ifẹkufẹ,,ifẹkufẹ
annul,fagilee,parẹ́,parẹ́
rebuff,kọ,kọ̀,kọ̀
immediately,lẹsẹkẹsẹ,lẹ́sẹ̀kẹsẹ̀,lẹ́sẹ̀kẹsẹ̀
inefficacy,ailagbara,àìlágbára,àìlágbára
immobilized,aisedeede,àìsedédé,àìsedédé
lesser,kere,kéré,kéré
purgatory,purgatory,ìpọ́njú,ìpọ́njú
young,ọdọ,ọmọdé,ọmọdé
comfort,itunu,,itunu
lawbreaker,agbofinro,arúfin,arúfin
expertise,expertiserìr.,imoye,imoye
calumny,alaigbọran,ìbánilórúkọjẹ́,ìbánilórúkọjẹ́
unpredictable,airotẹlẹ,àìròtẹ́lẹ̀,àìròtẹ́lẹ̀
lavish,lavish,na inakuna,na inakuna
interest,anfani,nife si,nife si
allergies,aleji,ẹhun,ẹhun
backwardness,sẹhin,sẹ́hìn,sẹ́hìn
overheat,igbona pupọ,ìgbóná púpọ̀,ìgbóná púpọ̀
prolong,gun,fàgùn,fàgùn
inflamed,inflamed,ti dáranjẹ̀,ti dáranjẹ̀
warlike,ogun bi,bí-ogun,bí-ogun
passionate,kepe,ṣonu,ṣonu
persecuting,inunibini,inúnibíni,inúnibíni
atrocities,ika,ìkà,ìkà
outrageous,outrageous,ìbínú,ìbínú
cranky,cranky,àìlera,àìlera
strength,agbara,,agbara
queer,alaigbọran,ṣàjèjì,ṣàjèjì
dispel,tuka,túká,túká
squeals,squeals,ariwo,ariwo
seethe,sise,ṣíṣè,ṣíṣè
adulterate,panṣaga,panṣágà,panṣágà
one-sided,ọkan-apa,apá kan,apá kan
convincing,ni idaniloju,,ni idaniloju
ignorant,alaimọ,aláìmọ̀kan,aláìmọ̀kan
irrecoverable,irrecoverable,àìlátúnṣe,àìlátúnṣe
resigning,fi ipo silẹ,fi ipò silẹ,fi ipò silẹ
laughable,ẹrín,ajẹmẹ́rìnín,ajẹmẹ́rìnín
unparalleled,alailẹgbẹ,,alailẹgbẹ
assist,ran,ranlọwọ,ranlọwọ
melee,melee,rògbòdìyàn,rògbòdìyàn
highlight,saami,,saami
poke,poke,fìkarẹ́,fìkarẹ́
prostitute,panṣaga,panṣágà,panṣágà
deficiencies,aipe,àìpé,àìpé
helmet,àṣíborí,,àṣíborí
shaky,gbigbọn,gbígbọ̀n,gbígbọ̀n
lame,Arọ,Arọ,Arọ
ripped,ya,ya,ya
cooperation,ifowosowopo,,ifowosowopo
unjustly,lọna aitọ,àìlóòtọ́,àìlóòtọ́
strongly,lagbara,,lagbara
blind,afoju,afọ́jú,afọ́jú
entertained,ṣe ere idaraya,,ṣe ere idaraya
monstrously,monstrously,ìbanilẹ́rù,ìbanilẹ́rù
crucial,pataki,,pataki
await,duro,dúró,dúró
blistering,roro,ìléròrò,ìléròrò
scams,itanjẹ,ìtànjẹ,ìtànjẹ
gloom,òkùnkùn,òkùnkùn,òkùnkùn
enigmatic,enigmatic,àlọ́,àlọ́
well-behaved,ihuwasi daradara,,ihuwasi daradara
fuckers,awọn ẹlẹgàn,àwọn ẹlẹ́gàn,àwọn ẹlẹ́gàn
exonerating,imukuro,,imukuro
regulate,fiofinsi,to lẹsẹsẹ,to lẹsẹsẹ
troubling,idaamu,ìyọnilẹ́nu,ìyọnilẹ́nu
reputation,loruko,,loruko
perfected,pé,,pé
tenacity,tenacity,iduroṣiṣin,iduroṣiṣin
